giorno;mese;progessivo;santo
01;08;1;sant'Alfonso Maria de' Liguori, vescovo di Sant'Agata de' Goti e dottore della Chiesa, fondatore della Congregazione del Santissimo Redentore
01;08;2;santi sette fratelli maccabei e sant'Eleazar, martiri
01;08;3;san Secondino, martire
01;08;4;san Felice, martire
01;08;5;natale di sant'Eusebio, vescovo di Vercelli
01;08;6;sant'Esuperio, vescovo di Bayeux
01;08;7;san Severo, sacerdote
01;08;8;santi Friardo e Secondello, diaconi ed eremiti
01;08;9;san Ionato, abate
01;08;10;sant'Etelvoldo, vescovo di Winchester
01;08;11;beato Emerico di Quart, vescovo di Aosta
01;08;12;beato Giovanni, eremitano di Sant'Agostino
01;08;13;san Pietro Favre, sacerdote gesuita
01;08;14;beato Tommaso Welbourne
01;08;15;santi Domenico Nguy?n V?n H?nh e Bernardo Võ V?n Duê, sacerdoti e martiri
01;08;16;natale di san Pietro Giuliano Eymard, sacerdote
01;08;17;beato Benvenuto de Miguel Arahal, sacerdote amigoniano e martire
01;08;18;beato Alessio Sobaszek, sacerdote e martire
01;08;19;beate Maria Stella del Santissimo Sacramento Mardosewicz e dieci compagne della congregazione della Sacra Famiglia di Nazareth, vergini e martiri.
02;08;1;sant'Eusebio, primo vescovo di Vercelli
02;08;2;san Pietro Giuliano Eymard, sacerdote, fondatore dei Sacerdoti e delle Ancelle del Santissimo Sacramento
02;08;3;san Rutilio, martire
02;08;4;santo Stefano I, papa
02;08;5;santa Centolla, martire
02;08;6;san Massimo, vescovo di Padova
02;08;7;san Sereno, vescovo di Marsiglia
02;08;8;san Betario, vescovo di Chartres
02;08;9;san Pietro, vescovo di Osma
02;08;10;beata Giovanna, madre di san Domenico
02;08;11;beati Filippo di Gesù Munárriz Azcona, Giovanni Díaz Nosti e Leonzio Pérez Ramos, sacerdoti claretiani e martiri
02;08;12;beato Zefirino Giménez Malla, martire
02;08;13;beato Francesco Calvo Burillo, sacerdote domenicano e martire
02;08;14;beato Francesco Tomás Serer, sacerdote amigoniano e martire.
03;08;1;sant'Aspreno, primo vescovo di Napoli
03;08;2;sant'Eufronio, vescovo di Autun
03;08;3;san Martino, eremita
03;08;4;san Pietro, vescovo di Anagni
03;08;5;beato Agostino Kažoti?, domenicano, vescovo di Zagabria e poi di Lucera
03;08;6;beato Salvatore Ferrandis Seguí, sacerdote e martire
03;08;7;beati Alfonso López López e Michele Remón Salvador, francescani conventuali, martiri
03;08;8;beato Francesco Bandrés Sánchez, sacerdote salesiano e martire.
04;08;1;san Giovanni Maria Vianney, sacerdote
04;08;2;sant'Aristarco, discepolo e compagno di san Paolo
04;08;3;santi Giustino e Crescenzione, martiri
04;08;4;san Giacinto, martire
04;08;5;sant'Eleuterio, martire
04;08;6;santa Ia, martire
04;08;7;sant'Eufronio, vescovo di Tours
04;08;8;san Rainerio, vescovo di Cagli e poi di Spalato e martire
04;08;9;beata Cecilia, vergine domenicana
04;08;10;beato Guglielmo Horne, martire certosino
04;08;11;beato Federico Janssoone, sacerdote francescano
04;08;12;beato Gundisalvo Gonzalo, religioso fatebenefratelli e martire
04;08;13;beati Giuseppe Batalla Parramón, Giuseppe Rabasa Bentanachs ed Egidio Gil Rodicio, salesiani, martiri
04;08;14;beato Enrico Krzysztofik, sacerdote e martire.
05;08;1;dedicazione della Basilica di Santa Maria Maggiore
05;08;2;san Memmio, primo vescovo di Châlons
05;08;3;san Paride, primo vescovo di Teano
05;08;4;san Cassiano, vescovo di Autun
05;08;5;santa Nonna, madre di famiglia
05;08;6;sant'Emidio, primo vescovo di Ascoli Piceno
05;08;7;san Venanzio, vescovo di Viviers
05;08;8;san Viatore, eremita
05;08;9;sant'Osvaldo, re di Northumbria, martire
05;08;10;beato Cecco da Pesaro, terziario francescano
05;08;11;santa Margherita, vedova
05;08;12;beati Pietro Michele Noël, sacerdote e martire.
06;08;1;festa della Trasfigurazione di Gesù
06;08;2;passione di san Sisto II, papa, e dei suoi compagni
06;08;3;santi Giusto e Pastore, martiri
06;08;4;sant'Ormisda, papa
06;08;5;beato Ottaviano, vescovo di Savona
06;08;6;beato Gezzelino, eremita
06;08;7;beata Maria Francesca di Gesù Rubatto, vergine fondatrice delle Cappuccine di Loano
06;08;8;beato Carlo López Vidal, martire
06;08;9;beato Taddeo Dulny, martire.
07;08;1;santi Sisto II, papa, e compagni, martiri
07;08;2;san Gaetano di Thiene, sacerdote, fondatore dei Chierici Regolari Teatini
07;08;3;santa Afra, martire
07;08;4;san Donato, vescovo di Arezzo
07;08;5;san Donaziano, vescovo di Châlons
07;08;6;san Vittricio, vescovo di Rouen
07;08;7;san Donato, vescovo di Besançon
07;08;8;beato Giordano Forzatè, abate
07;08;9;sant'Alberto degli Abati, sacerdote carmelitano
07;08;10;beato Alberto da Sassoferrato, monaco camaldolese
07;08;11;beato Vincenzo dell'Aquila, religioso francescano
07;08;12;beati Agatangelo da Vendôme e Cassiano da Nantes, sacerdoti cappuccini e martiri
07;08;13;beati Martino di San Felice Woodcock, Edoardo Bamber e Tommaso Whitaker, sacerdoti e martiri
07;08;14;beato Nicola Postgate, sacerdote e martire
07;08;15;beato Edmondo Bojanowski, fondatore delle Ancelle dell'Immacolata Concezione della Beata Vergine Maria
07;08;16;san Michele de la Mora, sacerdote e martire.
08;08;1;san Domenico, sacerdote, fondatore dell'Ordine dei Predicatori
08;08;2;santi Secondo, Carpoforo, Vittorino e Severiano, martiri
08;08;3;santi Ciriaco, Largo, Crescenziano, Memmia, Giuliana e Smaragdo, martiri
08;08;4;san Marino, martire
08;08;5;sant'Eusebio, vescovo di Milano
08;08;6;san Severo, prete
08;08;7;san Mummolo, abate di Fleury
08;08;8;sant'Emiliano, vescovo di Cizico
08;08;9;sant'Altmanno, vescovo di Passavia
08;08;10;san Famiano, eremita
08;08;11;beato Giovanni Felton, martire
08;08;12;beati Giovanni Fingley, sacerdote, e Roberto Bickendike, martiri
08;08;13;san Paolo Ke Tingzhu, martire
08;08;14;beata Maria Margherita Caiani, vergine. fondatrice delle Minime Suore del Sacro Cuore
08;08;15;santa Maria della Croce MacKillop, vergine, fondatrice delle Suore di San Giuseppe del Sacro Cuore di Gesù
08;08;16;beato Antonio Silvestre Moya, sacerdote e martire
08;08;17;beate Maria di Gesù Bambino Badillou y Bullit e compagne, vergini scolopie, martiri
08;08;18;beato Vladimiro Laskowski, sacerdote e martire.
09;08;1;santa Teresa Benedetta della Croce, vergine carmelitana scalza, martire
09;08;2;san Romano, martire
09;08;3;san Nateo, abate-vescovo di Achonry
09;08;4;san Fedlimino, vescovo di Kilmore
09;08;5;santi martiri di Costantinopoli
09;08;6;beato Giovanni da Salerno, sacerdote domenicano
09;08;7;beato Giovanni da Fermo, sacerdote francescano
09;08;8;beato Falco, eremita
09;08;9;beato Riccardo Bere, sacerdote e martire
09;08;10;beato Claudio Richard, sacerdote benedettino e martire
09;08;11;beata Candida Maria di Gesù Cipitria, vergine, fondatrice delle Figlie di Gesù
09;08;12;beato Florentino Asensio Barroso, vescovo di Barbastro e martire
09;08;13;beati Ruben di Gesù López Aguilar e sei compagni, religiosi fatebenefratelli e martiri
09;08;14;beati Faustino Oteiza e Florentino Felipe, scolopi e martiri
09;08;15;beato Guglielmo Plaza Hernández, dei sacerdoti operai diocesani e martire
09;08;16;beato Germano Garrigues Hernández, sacerdote francescano conventuale e martire.
10;08;1;san Lorenzo, diacono e martire
10;08;2;santi martiri di Alessandria d'Egitto
10;08;3;san Blano, vescovo
10;08;4;beato Arcangelo da Calatafimi, sacerdote francescano
10;08;5;beato Agostino Ota, gesuita e martire
10;08;6;beati Claudio Giuseppe Jouffret de Bonnefont, Francesco François e Lazzaro Tiersot, sacerdoti e martiri
10;08;7;beato Giuseppe Toledo Pellicer, sacerdote e martire
10;08;8;beati Giovanni Martorell Soria e Pietro Mesonero Rodríguez, salesiani e martire
10;08;9;beati Francesco Drzewiecki, della Piccola Opera della Divina Provvidenza, ed Edoardo Grzymala, sacerdoti e martiri.
11;08;1;santa Chiara, vergine, fondatrice del second'ordine francescano
11;08;2;sant'Alessandro, detto il Carbonaio, vescovo di Comana Pontica e martire
11;08;3;san Tiburzio, martire
11;08;4;santa Susanna, vergine e martire
11;08;5;santa Filomena, vergine e martire
11;08;6;san Rufino, primo vescovo di Assisi e martire
11;08;7;san Taurino, primo vescovo di Évreux
11;08;8;sant'Attracta, badessa
11;08;9;sant'Equizio, abate
11;08;10;san Gaugerico, vescovo di Cambrai
11;08;11;santa Rusticola, badessa
11;08;12;beati Giovanni Sandys, Stefano Rowsham e Guglielmo Lampley, martiri
11;08;13;beato Giovanni Giorgio Rhem, sacerdote domenicano e martire
11;08;14;beati Raffaele Alonso Gutiérrez e Carlo Díaz Gandía, martiri
11;08;15;beato Michele Domingo Cendra, salesiano e martire
11;08;16;beato Maurizio Tornay, sacerdote e martire.
12;08;1;santa Giovanna Francesca Frémiot de Chantal, vedova, fondatrice dell'Ordine della Visitazione di Santa Maria
12;08;2;sant'Euplio, martire
12;08;3;santi Aniceto e Fozio, martiri
12;08;4;san Muredach, vescovo di Killala
12;08;5;santa Lelia, vergine
12;08;6;sant'Ercolano, vescovo di Brescia
12;08;7;santi Porcario, abate, e numerosi monaci di Lérins, martiri
12;08;8;beato Carlo Meehan, sacerdote francescano e martire
12;08;9;beato Innocenzo XI, papa
12;08;10;beato Pietro Jarrige de la Morélie de Puyredon, sacerdote e martire
12;08;11;santi Giacomo Ð? Mai N?m, Antonio Nguy?n Ðích e Michele Nguy?n Huy M?, martiri
12;08;12;beata Vittoria Díaz y Bustos de Molina, vergine e martire
12;08;13;beato Flavio Argüeso González, religioso fatebenefratelli e martire
12;08;14;beati Sebastiano Calvo Martínez e cinque compagni (Gregorio Chirivás Lacambra, Nicasio Sierra Ucar, Pietro Cunill Padrós, Venceslao Clarís Vilaregut e Giuseppe Pavón Bueno), claretiani, martiri
12;08;15;beato Antonio Perulles Estivill, sacerdote dei sacerdoti operai diocesani e martire
12;08;16;beati Floriano Stepniak, cappuccino, e Giuseppe Straszewski, sacerdoti e martiri
12;08;17;beato Carlo Leisner, sacerdote e martire.
13;08;1;santi Ponziano, papa, e Ippolito, martiri
13;08;2;san Cassiano, martire
13;08;3;sant'Antioco, vescovo di Lione
13;08;4;santa Radegonda, regina dei Franchi
13;08;5;san Massimo, abate
13;08;6;san Vigberto, prete e abate
13;08;7;beata Gertrude, badessa premostratense
13;08;8;beati Patrizio O'Healy, vescovo di Mayo, e Connor O'Rourke, sacerdote, martiri francescani
13;08;9;beato Guglielmo Freeman, sacerdote e martire
13;08;10;san Giovanni Berchmans, religioso della Compagnia di Gesù
13;08;11;beato Pietro Gabilhaud, sacerdote e martire
13;08;12;beati Secondino Maria Ortega García e diciannove compagni claretiani, martiri
13;08;13;san Benildo Romançon, lasalliano
13;08;14;beato Giovanni Agramunt, sacerdote scolopio e martire
13;08;15;beato Giacomo Gapp, sacerdote marianista e martire
13;08;16;beato Modesto García Martí, sacerdote cappuccino e martire
13;08;17;beato Giuseppe Bonet Nadal, sacerdote salesiano e martire.
14;08;1;san Massimiliano Maria Kolbe, sacerdote francescano conventuale e martire
14;08;2;sant'Ursicino, martire
14;08;3;san Marcello, vescovo di Apamea di Siria e martire
14;08;4;sant'Eusebio, prete, fondatore della chiesa che porta il suo nome sull'Esquilino
14;08;5;san Fachanan, vescovo di Ross e abate
14;08;6;sant'Arnolfo, vescovo di Soissons
14;08;7;beato Sante da Urbino, frate laico francescano
14;08;8;santi martiri idruntini
14;08;9;santi Domenico Ibáñez de Erquicia e Francesco Shoyemon, domenicani martiri
14;08;10;beata Maria Elisabetta Renzi, vergine, fondatrice delle Maestre Pie dell'Addolorata
14;08;11;beato Vincenzo Rubiols Castelló, sacerdote e martire
14;08;12;beato Felice Yuste Cava, sacerdote e martire.
15;08;1;solennità dell'Assunzione della Vergine Maria
15;08;2;san Tarcisio, martire
15;08;3;santi Stratone, Filippo ed Eutichiano, martiri
15;08;4;san Simpliciano, vescovo di Milano
15;08;5;sant'Alipio, vescovo di Tagaste
15;08;6;sant'Alfredo, vescovo di Hildesheim
15;08;7;natale di santo Stefano, re d'Ungheria
15;08;8;san Giacinto, sacerdote domenicano
15;08;9;beato Aimone Taparelli, sacerdote domenicano
15;08;10;beata Giuliana di Busto Arsizio, vergine, fondatrice del monastero ambrosiano del Sacro Monte di Varese
15;08;11;santo Stanislao Kostka, gesuita
15;08;12;beato Isidoro Bakanja, martire
15;08;13;santi Luigi Batis Sáinz, Emanuele Morales, Salvatore Lara Puente e Davide Roldán Lara, martiri
15;08;14;beati Ludovico Masferrer Vila, sacerdote, e diciannove compagni, martiri
16;08;1;santo Stefano, re d'Ungheria
16;08;2;Sant'Arsacio
16;08;3;san Teodoro, primo vescovo di Octodurus
16;08;4;sant'Armagilo, eremita
16;08;5;san Frambaldo, monaco
16;08;6;beato Radulfo de La Fustaie, sacerdote, fondatore dell'abbazia di Saint-Sulpice
16;08;7;beato Lorenzo Loricato, penitente
16;08;8;san Rocco, pellegrino
16;08;9;beato Angelo Agostino Mazzinghi, sacerdote carmelitano
16;08;10;santa Beatrice de Silva, vergine, fondatrice delle Concezioniste Francescane
16;08;11;beato Giovanni di Santa Marta, sacerdote francescano e martire
16;08;12;beati Simone Bokusai Kyota, Maddalena, Tommaso Gengoro, Maria e Giacomo, martiri
16;08;13;beato Giovanni Battista Menestrel, sacerdote e martire
16;08;14;santa Rosa Fan Hui, vergine e martire
16;08;15;beata Pietra di San Giuseppe Pérez Florido, fondatrice delle Madri degli Abbandonati
16;08;16;beato Placido García Gilabert, religioso francescano e martire
16;08;17;beato Enrico García Beltrán, diacono cappuccino e martire
16;08;18;beato Gabriele Sanchis Mompó, amigoniano e martire.
17;08;1;san Mirone, sacerdote e martire
17;08;2;san Mamante, martire
17;08;3;sant'Eusebio, papa
17;08;4;san Gerone, sacerdote e martire
17;08;5;san Elia il Giovane, monaco
17;08;6;beato Nicolò Politi, eremita
17;08;7;santa Chiara della Croce, vergine agostiniana
17;08;8;santi Giacomo Kyuhei Gorobioye Tomonaga, sacerdote domenicano, e Michele Kurobioye, martiri
17;08;9;santa Giovanna Delanoue, vergine, fondatrice delle Suore di Sant'Anna della Provvidenza
17;08;10;beato Natale Ilario Le Conte, martire
17;08;11;beato Enrico Canadell, sacerdote scolopio e martire.
18;08;1;sant'Elena, madre di Costantino
18;08;2;sant'Agapito, martire
18;08;3;santi martiri di Utica
18;08;4;san Leone, martire
18;08;5;san Firmino, vescovo di Metz
18;08;6;sant'Eone, vescovo di Arles
18;08;7;san Macario, egumeno di Costantinopoli
18;08;8;beato Manés de Guzmán, sacerdote domenicano
18;08;9;beato Leonardo, abate di Cava
18;08;10;beato Rinaldo da Concorezzo, vescovo di Vicenza e poi di Ravenna
18;08;11;beata Paola Montaldi, vergine, badessa clarissa
18;08;12;beato Antonio Banassat, sacerdote e martire
18;08;13;beato Francesco Arias Martín, sacerdote e martire
18;08;14;beati Giacomo Falgarona Vilanova e Atanasio Vidaurreta Labra, religiosi claretiani, martiri
18;08;15;beato Martino Martínez Pascual, sacerdote e martire
18;08;16;beato Vincenzo Maria Izquierdo Alcón, sacerdote e martire
18;08;17;beata Rosa di Nostra Signora del Buon Consiglio Pedret Rull, vergine carmelitana e martire
18;08;18;beato Martino Martínez Pascual, sacerdote e martire
18;08;19;sant'Alberto Hurtado Cruchaga, sacerdote gesuita.
19;08;1;san Giovanni Eudes, sacerdote, fondatore della Congregazione di Gesù e Maria e dell'Ordine di Nostra Signora della Carità
19;08;2;san Magno, martire
19;08;3;san Magino, martire
19;08;4;san Timoteo, martire
19;08;5;santi Andrea, tribuno, e compagni, suoi soldati, martiri
19;08;6;san Sisto III, papa
19;08;7;san Donato, prete ed eremita
19;08;8;san Bertolfo, abate di Bobbio
19;08;9;san Sebaldo, eremita
19;08;10;san Bartolomeo di Sieri, sacerdote e abate
19;08;11;san Guerrico, abate di Igny
19;08;12;beato Leone II, abate di Cava
19;08;13;san Ludovico, francescano, vescovo di Tolosa
19;08;14;beato Giordano da Pisa, sacerdote domenicano
19;08;15;beato Angelo, eremita camaldolese
19;08;16;beati Ludovico Flores, Pietro de Zúñiga e tredici compagni, martiri
19;08;17;beato Ugo Green, sacerdote e martire
19;08;18;sant'Ezechiele Moreno y Díaz, agostiniano recolletto, vescovo di Pasto
19;08;19;beato Francesco Ibáñez Ibáñez, sacerdote e martire
19;08;20;beato Tommaso Sitjar Fortìa, sacerdote gesuita e martire
19;08;21;beate Elvira della Natività di Nostra Signora Torrentallé Paraire e compagne, vergini carmelitane, martiri.
20;08;1;san Bernardo, abate di Clairvaux e Dottore della Chiesa
20;08;2;san Samuele, profeta
20;08;3;san Massimo, monaco
20;08;4;san Filiberto, abate
20;08;5;santi Leovigildo e Cristoforo, monaci, martiri
20;08;6;san Bernardo Tolomei, abate, fondatore della Congregazione Olivetana
20;08;7;beati Ludovico Francesco Le Brun, maurino, e Gervasio Brunel, trappista, sacerdoti e martiri
20;08;8;beata Maria De Mattias, vergine, fondatrice delle Suore Adoratrici del Sangue di Cristo
20;08;9;natale di san Pio X, papa
20;08;10;beato Mattia Cardona, sacerdote scolopio e martire
20;08;11;beata Maria Climent Mateu, vergine e martire
20;08;12;beato Ladislao Maczkowski, sacerdote e martire.
21;08;1;san Pio X, papa
21;08;2;santi Agatonico, Zotico e compagni, martiri
21;08;3;santa Ciriaca, vedova e martire
21;08;4;san Quadrato, vescovo di Utica e martire
21;08;5;sant'Euprepio, primo vescovo di Verona
21;08;6;san Lussorio, martire
21;08;7;santi Bassa, Teognio, Agapio e Pisto, martiri
21;08;8;san Privato, vescovo di Mende e martire
21;08;9;san Sidonio Appolinare, vescovo di Clermont
21;08;10;santi Bernardo (Ahmed), monaco cistercense, Maria (Zaida) e Grazia (Zoraida), martiri
21;08;11;san Giuseppe Ð?ng V?n Viên, sacerdote e martire
21;08;12;beata Vittoria Rasoamanarivo, vedova
21;08;13;beato Salvatore Estrugo Solves, sacerdote e martire
21;08;14;beato Raimondo Peirò Victori, sacerdote francescano e martire
21;08;15;beato Brunone Zembol, martire.
22;08;1;Beata Vergine Maria Regina
22;08;2;san Sinforiano, martire
22;08;3;san Timoteo, martire
22;08;4;san Filippo Benizi, sacerdote servita
22;08;5;beato Giacomo Bianconi, sacerdote domenicano
22;08;6;beato Timoteo da Monticchio, sacerdote francescano
22;08;7;beato Tommaso Percy, martire
22;08;8;beati Guglielmo Lacey e Riccardo Kirkman, sacerdoti e martiri
22;08;9;san Giovanni Wall, sacerdote francescano e martire
22;08;10;san Giovanni Kemble, sacerdote e martire
22;08;11;beato Bernardo da Offida, religioso cappuccino
22;08;12;beato Elia Leymarie de Laroche, sacerdote e martire
22;08;13;beato Simeone Luka?, vescovo e martire.
23;08;1;santa Rosa, vergine del terz'ordine domenicano
23;08;2;san Zaccheo, quarto vescovo di Gerusalemme
23;08;3;santi Abbondio e Ireneo, martiri
23;08;4;santi Ciriaco e Archelao, martiri
23;08;5;san Lupo, martire
23;08;6;santi Claudio, Asterio e Neone, martiri
23;08;7;san Flaviano, vescovo di Autun
23;08;8;sant'Eugenio, primo vescovo di Ardstraw
23;08;9;beato Giovanni Bourdon, sacerdote cappuccino e martire
23;08;10;beati Costantino Carbonell Sempere, Pietro Gelabert Amer e Raimondo Grimaltos Monllor, gesuiti
23;08;11;beati Florentino Pérez Romero e Urbano Gil Sáez, amigoniani, martiri
